"No.","Time","Source","Destination","Protocol","Length","Info"
"106","3.071135","119.152.6.226","192.168.100.9","TLSv1.2","78","Application Data"
"107","3.071345","192.168.100.9","119.152.6.226","TCP","54","59875  >  443 [ACK] Seq=1 Ack=25 Win=1021 Len=0"
"108","3.071603","119.152.6.226","192.168.100.9","TCP","54","443  >  59875 [FIN, ACK] Seq=25 Ack=1 Win=123 Len=0"
"109","3.071708","192.168.100.9","119.152.6.226","TCP","54","59875  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"110","3.075436","182.176.35.98","192.168.100.9","TLSv1.2","78","Application Data"
"111","3.075582","192.168.100.9","182.176.35.98","TCP","54","59874  >  443 [ACK] Seq=1 Ack=25 Win=1021 Len=0"
"112","3.075804","182.176.35.98","192.168.100.9","TCP","54","443  >  59874 [FIN, ACK] Seq=25 Ack=1 Win=123 Len=0"
"113","3.075936","192.168.100.9","182.176.35.98","TCP","54","59874  >  443 [ACK] Seq=1 Ack=26 Win=1021 Len=0"
"114","3.211511","142.250.181.110","192.168.100.9","QUIC","546","Protected Payload (KP0)"
"115","3.211511","142.250.181.110","192.168.100.9","QUIC","63","Protected Payload (KP0)"
"116","3.211511","142.250.181.110","192.168.100.9","QUIC","521","Protected Payload (KP0)"
"117","3.211695","142.250.181.110","192.168.100.9","QUIC","63","Protected Payload (KP0)"
"118","3.211856","192.168.100.9","142.250.181.110","QUIC","77","Protected Payload (KP0), DCID=f4d74bad89b33c94"
"119","3.211970","192.168.100.9","142.250.181.110","QUIC","77","Protected Payload (KP0), DCID=f4d74bad89b33c94"
"120","3.251662","142.250.181.110","192.168.100.9","QUIC","65","Protected Payload (KP0)"
"121","3.262265","192.168.100.9","20.195.84.16","TLSv1.2","82","Application Data"
"122","3.330779","118.103.224.34","192.168.100.9","TLSv1.2","93","Application Data"
"123","3.331027","192.168.100.9","118.103.224.34","TCP","54","59870  >  443 [ACK] Seq=1 Ack=40 Win=1023 Len=0"
"124","3.379765","20.195.84.16","192.168.100.9","TCP","60","443  >  58635 [ACK] Seq=1 Ack=29 Win=501 Len=0"
"125","3.438525","192.168.100.9","20.195.84.23","TLSv1.2","82","Application Data"
"126","3.558786","20.195.84.23","192.168.100.9","TCP","60","443  >  58636 [ACK] Seq=1 Ack=60 Win=501 Len=0"
"127","4.388698","172.64.155.209","192.168.100.9","TLSv1.2","298","Application Data"
"128","4.401841","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"129","4.402133","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"130","4.421828","172.64.155.209","192.168.100.9","TCP","66","[TCP Dup ACK 127#1] 443  >  59883 [ACK] Seq=245 Ack=1 Win=11 Len=0 SLE=36 SRE=71"
"131","4.422073","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=245 Ack=71 Win=11 Len=0"
"132","4.439186","172.64.155.209","192.168.100.9","TLSv1.2","762","Application Data"
"133","4.458267","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"134","4.458327","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=71 Ack=1077 Win=251 Len=0"
"135","4.526373","172.64.155.209","192.168.100.9","TLSv1.2","138","Application Data"
"136","4.573451","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=71 Ack=1161 Win=251 Len=0"
"137","4.581264","192.168.100.9","172.64.155.209","TLSv1.2","5703","Application Data"
"138","4.581364","192.168.100.9","172.64.155.209","TLSv1.2","1477","Application Data"
"139","4.602898","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=1161 Ack=2871 Win=11 Len=0"
"140","4.603655","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=1161 Ack=5671 Win=11 Len=0"
"141","4.603655","172.64.155.209","192.168.100.9","TCP","66","443  >  59883 [ACK] Seq=1161 Ack=5720 Win=11 Len=0 SLE=7120 SRE=7143"
"142","4.603655","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=1161 Ack=7143 Win=11 Len=0"
"143","4.639579","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"144","4.684883","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=1269 Win=251 Len=0"
"145","4.845698","172.64.155.209","192.168.100.9","TLSv1.2","348","Application Data"
"146","4.846022","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"147","4.846126","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=1703 Win=255 Len=0"
"148","4.847765","172.64.155.209","192.168.100.9","TLSv1.2","101","Application Data"
"149","4.847765","172.64.155.209","192.168.100.9","TLSv1.2","85","Application Data"
"150","4.847903","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=1781 Win=255 Len=0"
"151","5.056641","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"152","5.097934","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=1929 Win=255 Len=0"
"153","5.256510","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"154","5.312363","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2045 Win=254 Len=0"
"155","5.462997","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"156","5.511048","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2169 Win=254 Len=0"
"157","5.681089","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"158","5.736197","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2309 Win=253 Len=0"
"159","5.887915","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"160","5.939892","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2449 Win=253 Len=0"
"161","5.976401","172.64.155.209","192.168.100.9","TLSv1.2","130","Application Data"
"162","6.020655","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2525 Win=252 Len=0"
"163","6.092490","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"164","6.134424","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2641 Win=252 Len=0"
"165","6.287557","20.195.84.16","192.168.100.9","TLSv1.2","81","Application Data"
"166","6.303928","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"167","6.340773","192.168.100.9","20.195.84.16","TCP","54","58635  >  443 [ACK] Seq=29 Ack=28 Win=254 Len=0"
"168","6.356510","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2773 Win=251 Len=0"
"169","6.464897","172.217.17.42","192.168.100.9","UDP","203","443  >  55741 Len=161"
"170","6.483310","192.168.100.9","172.217.17.42","UDP","75","55741  >  443 Len=33"
"171","6.516815","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"172","6.563445","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=2889 Win=251 Len=0"
"173","6.596949","192.168.100.35","224.0.0.251","MDNS","103","Standard query 0x0027 PTR _233637DE._sub._googlecast._tcp.local, ""QM"" question PTR _googlecast._tcp.local, ""QM"" question"
"174","6.676696","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"175","6.723818","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"176","6.724765","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"177","6.773315","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3021 Win=250 Len=0"
"178","6.935030","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"179","6.937395","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"180","6.982589","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"181","6.982876","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3169 Win=255 Len=0"
"182","7.015177","192.168.100.9","172.217.19.174","UDP","71","57768  >  443 Len=29"
"183","7.065622","172.217.19.174","192.168.100.9","UDP","67","443  >  57768 Len=25"
"184","7.140216","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"185","7.180127","142.250.181.138","192.168.100.9","UDP","120","443  >  51837 Len=78"
"186","7.186990","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"187","7.193253","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3309 Win=255 Len=0"
"188","7.193368","192.168.100.9","142.250.181.138","UDP","75","51837  >  443 Len=33"
"189","7.236965","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"190","7.358425","172.64.155.209","192.168.100.9","TLSv1.2","202","Application Data"
"191","7.395252","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"192","7.411135","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3457 Win=254 Len=0"
"193","7.419743","192.168.100.35","224.0.0.251","MDNS","159","Standard query response 0x0000 PTR, cache flush Android.local A, cache flush 192.168.100.35 NSEC, cache flush 35.100.168.192.in-addr.arpa NSEC, cache flush Android.local"
"194","7.442809","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"195","7.443088","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"196","7.490772","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"197","7.556253","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"198","7.604183","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3589 Win=254 Len=0"
"199","7.653396","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"200","7.701321","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"201","7.701746","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"202","7.750268","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"203","7.757794","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"204","7.798419","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3713 Win=253 Len=0"
"205","7.902882","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"206","7.951125","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"207","7.952286","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"208","7.991618","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"209","7.999888","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"210","8.031773","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3853 Win=253 Len=0"
"211","8.159801","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"212","8.204716","20.195.84.23","192.168.100.9","TLSv1.2","81","Application Data"
"213","8.209450","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"214","8.215276","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"215","8.256007","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=3985 Win=252 Len=0"
"216","8.256289","192.168.100.9","20.195.84.23","TCP","54","58636  >  443 [ACK] Seq=60 Ack=28 Win=254 Len=0"
"217","8.401011","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"218","8.417139","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"219","8.418293","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"220","8.448682","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"221","8.464648","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=4109 Win=252 Len=0"
"222","8.468740","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"223","8.642693","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"224","8.673226","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"225","8.688757","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=4249 Win=251 Len=0"
"226","8.721046","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"227","8.845162","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"228","8.897600","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=4389 Win=251 Len=0"
"229","9.080370","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"230","9.122283","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=4497 Win=250 Len=0"
"231","9.122446","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"232","9.155155","192.168.100.9","142.250.102.188","TCP","55","58534  >  5228 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"233","9.179569","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"234","9.253385","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"235","9.283545","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"236","9.303752","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"237","9.317094","142.250.102.188","192.168.100.9","TCP","66","5228  >  58534 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"238","9.332521","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7143 Ack=4621 Win=255 Len=0"
"239","9.485080","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"240","9.495906","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"241","9.496222","192.168.100.9","172.64.155.209","TLSv1.2","89","Application Data"
"242","9.515764","172.64.155.209","192.168.100.9","TCP","60","443  >  59883 [ACK] Seq=4745 Ack=7213 Win=11 Len=0"
"243","9.698120","172.64.155.209","192.168.100.9","TLSv1.2","178","Application Data"
"244","9.751148","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=4869 Win=255 Len=0"
"245","9.897610","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"246","9.948333","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5001 Win=254 Len=0"
"247","9.980413","192.168.100.9","142.250.181.138","UDP","71","51837  >  443 Len=29"
"248","10.028511","142.250.181.138","192.168.100.9","UDP","67","443  >  51837 Len=25"
"249","10.103008","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"250","10.156966","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5109 Win=254 Len=0"
"251","10.301631","172.64.155.209","192.168.100.9","TLSv1.2","162","Application Data"
"252","10.351836","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5217 Win=253 Len=0"
"253","10.527882","172.64.155.209","192.168.100.9","TLSv1.2","194","Application Data"
"254","10.577755","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5357 Win=253 Len=0"
"255","10.757439","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"256","10.799929","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5489 Win=252 Len=0"
"257","10.918165","192.168.100.9","172.217.17.42","UDP","71","55741  >  443 Len=29"
"258","10.933468","172.64.155.209","192.168.100.9","TLSv1.2","170","Application Data"
"259","10.967059","172.217.17.42","192.168.100.9","UDP","67","443  >  55741 Len=25"
"260","10.981679","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5605 Win=252 Len=0"
"261","11.147257","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
"262","11.195295","192.168.100.9","172.64.155.209","TCP","54","59883  >  443 [ACK] Seq=7213 Ack=5737 Win=251 Len=0"
"263","11.343763","172.64.155.209","192.168.100.9","TLSv1.2","186","Application Data"
